"Address","C.SH","jensiat","sen","savad","m.t.s","v.f.s","N.T.M","T.O","S.Z","M.O.B","OTO","MO","DO","ZABT","TV","PC","TEL.H","OJAGH.GAZ","JAROO.B","MASHIN.L","CHARKH.KH","PANKE","MASHIN.Z","H.KHORAKI.NOOSHIDANI","H.ERTEBATAT","H.BEHDASHT","H.HAMLONAGHL","H.KALA.MOT","H.MASKAN","H.MOBLEMAN","H.POOSHAK","KHARID.KALA.BADAVAM","H.SARMAYEGOZARI","M.DARAMAD.NAKH","HOOGHOOGH.MOSTAMAR","GH.MOSTAMAR","M.DARAMAD.KH","DARYAFTI.NAKH.F","DARAMAD.M.KH.1","DARAMAD.M.KH.2","DARAMAD.M.KH.3","DARAMAD.M.KH.4","M.INCOME","DAHAK","DAHAK10"
12301270935,23,1,53,1,4,2,1,4,125,0,1,0,0,0,1,1,1,1,1,1,0,0,0,10510000,710000,0,5e+05,1e+06,79950000,4100000,0,89450000,0,0,0,0,0,0,0,5e+05,0,0,5e+05,1,0
12301271029,23,1,53,1,4,1,4,4,115,0,1,0,0,0,1,0,1,1,1,1,1,0,1,12712500,3e+05,3e+07,5e+05,1320000,125360000,310000,3e+05,51150000,0,0,0,0,0,0,0,1800000,0,1e+07,11800000,1,0
12301272932,23,1,53,1,4,1,1,4,75,0,1,0,1,0,1,1,1,1,1,1,1,0,0,41820000,5e+06,0,1150000,2e+05,52240000,1380000,0,227350000,9.5e+09,0,3e+08,0,0,0,0,0,0,73200000,373200000,2,0
12301273526,23,1,53,1,1,1,3,5,81,0,1,0,0,0,1,1,1,1,1,1,1,1,0,9767000,8e+05,3e+05,1500000,2e+05,47300000,9e+05,0,1e+06,0,1.08e+08,2.4e+08,0,6e+08,4.29e+08,0,0,0,24600000,1401600000,6,0
12301276530,23,1,53,2,0,1,4,4,105,0,0,1,1,0,1,0,1,1,1,1,0,0,0,20350000,1500000,0,3500000,3300000,31550000,810000,0,1387552,0,1.44e+08,6e+08,0,4.8e+08,0,0,3600000,0,69264170,1296864170,6,0
12301276726,23,1,53,1,4,1,1,9,162,0,0,1,0,0,1,1,1,1,1,1,0,0,0,12903000,750000,3e+06,2550000,8700000,6.2e+07,2590000,0,329700000,0,3.6e+08,523200000,0,2.4e+08,0,0,0,0,19560000,1142760000,5,0
12301277035,23,1,53,1,4,1,3,4,100,0,0,0,0,0,1,0,1,1,1,1,0,0,0,16310000,4e+05,0,9e+05,370000,63190000,0,6320000,178060000,0,1.5e+08,3e+08,0,1.84e+08,1.15e+09,0,0,0,0,1.784e+09,8,0
12301279835,23,1,53,1,1,1,1,3,60,0,1,0,0,0,1,0,1,1,1,1,1,0,0,10407000,8e+05,0,3e+05,1080000,52050000,1290000,20500000,184904996,0,0,3.24e+08,0,3.75e+08,2222200000,9.6e+07,0,0,0,3017200000,10,1
12301280321,23,1,53,1,1,1,1,4,75,0,1,0,0,0,1,0,1,1,1,1,0,0,0,3044000,350000,550000,5400000,1150000,47600000,1e+06,60000,878776,0,3.75e+08,1566533000,0,0,0,0,0,4.47e+08,26560000,2415093000,9,0
12301280332,23,1,53,1,2,1,1,4,60,0,1,1,0,0,1,0,1,1,1,1,0,0,0,75913000,340000,220000,7e+05,2330000,47650000,745000,5e+05,167430000,0,5.25e+08,3.6e+08,0,668156800,7.2e+08,0,0,4.95e+08,63120000,2831276800,9,0
12301280432,23,2,53,2,0,3,1,4,60,0,1,0,0,0,1,1,1,1,1,1,0,0,0,22724000,2500000,5e+05,3800000,1330000,46200000,1340000,3450000,1591380000,0,1486880000,0,0,5.92e+08,0,0,0,0,12360000,2091240000,8,0
12301281629,23,2,53,1,1,3,1,3,60,0,0,0,0,0,1,0,1,1,1,1,0,0,0,11686530,1300000,0,920000,840000,43880000,2720000,3e+05,4343164,0,2.84e+08,8.09e+08,0,0,0,0,0,0,1e+07,1.103e+09,5,0
12301282432,23,1,53,2,0,1,4,3,60,0,0,0,0,0,1,0,1,1,1,0,0,0,0,25655000,1250000,7500000,2e+06,1215000,33690000,1520000,120000,63050000,0,776250000,1.98e+08,0,2.4e+08,0,0,0,3.63e+08,33890000,1611140000,7,0
12301283424,23,1,53,1,2,1,1,3,62,0,1,0,0,0,1,0,1,1,1,1,0,0,0,16545000,1200000,250000,9e+05,760000,45375000,450000,4400000,92410000,0,0,655800000,0,0,0,0,0,0,2.16e+08,871800000,4,0
12301283723,23,2,53,1,2,3,6,5,120,0,0,0,0,0,1,0,1,1,1,1,0,0,0,14569000,1200000,1365000,4e+06,0,69400000,1515000,2e+05,99200000,0,7.2e+08,4.44e+08,1.5e+07,1913250000,0,0,0,0,21440000,3113690000,10,1
12301283928,23,1,53,1,2,1,1,3,70,0,1,0,0,0,1,1,1,1,1,1,0,0,0,3.8e+07,1250000,1550000,3850000,1680000,34450000,2780000,22150000,172918000,0,0,5.46e+08,0,3.42e+08,0,0,1e+06,6.95e+08,20640000,1604640000,7,0
12301285132,23,1,53,1,4,1,1,4,120,0,1,0,0,0,1,0,1,1,1,1,0,0,1,3945000,150000,0,9e+05,0,75840000,2940000,250000,167900000,0,0,0,5.7e+07,0,0,0,1800000,0,0,58800000,1,0
12302285329,23,1,53,1,2,3,1,4,120,0,1,0,1,0,1,1,1,1,1,1,1,0,0,10240500,730000,230000,2050000,0,14300000,1230000,0,525950000,0,0,0,0,8.4e+08,0,0,0,0,0,8.4e+08,4,0
12303286126,23,1,53,2,0,1,1,4,100,1,0,1,0,0,1,0,1,1,1,1,1,0,0,51235000,2e+05,2500000,7e+05,590000,31165000,990000,6100000,97436188,0,6.5e+07,0,2e+07,2.4e+08,1.84e+08,0,0,0,0,5.09e+08,3,0
12306286832,23,1,53,2,0,3,1,4,90,0,1,0,0,0,1,0,1,1,1,1,0,0,0,3490000,1e+05,0,5e+06,1550000,46095000,1420000,0,156895000,0,0,6e+08,0,2.4e+08,4.9e+08,0,0,4e+08,1e+07,1.74e+09,7,0
12306286835,23,1,53,1,4,3,1,4,100,0,1,0,0,0,1,1,1,1,1,1,0,0,0,13535000,450000,0,2800000,470000,50830000,530000,0,19931000,0,0,1.32e+09,0,0,0,0,0,5.35e+08,0,1.855e+09,8,0
12306287022,23,1,53,1,1,1,4,3,60,1,0,0,0,0,1,0,1,1,1,0,1,0,0,6003750,750000,1e+06,7e+05,6800000,17440000,730000,0,550725000,0,2.16e+08,0,0,0,0,0,2940000,0,0,218940000,2,0
12318287135,23,1,53,1,4,1,3,4,110,1,1,0,0,0,1,0,1,1,1,1,0,0,0,15930360,6e+05,0,550000,1400000,25125000,0,1500000,170883000,0,6e+08,0,0,0,0,0,0,4.6e+08,0,1.06e+09,5,0
12319292228,23,1,53,1,1,1,1,3,61,0,0,0,0,0,1,0,1,1,1,1,0,0,0,17057500,550000,15150000,14750000,1980000,21520000,0,0,153483000,0,7.2e+08,1799360016,0,6e+07,0,0,0,0,0,2579360016,9,0
12319292429,23,1,53,1,1,1,1,3,45,0,1,0,0,0,1,0,1,1,1,1,1,0,0,6816500,0,0,3e+06,2190000,25250000,1450000,3250000,90805000,0,0,686400000,0,0,0,0,2800000,0,119760000,808960000,4,0
12319292620,23,1,53,1,2,1,4,3,60,1,0,0,0,0,1,1,1,1,1,0,0,0,0,10759000,1e+06,852000,2350000,730000,27900000,790000,0,2.11e+08,0,3.04e+08,4.5e+08,0,4.05e+08,0,0,0,0,26560000,1185560000,6,0
12320285629,23,1,53,1,1,1,1,4,100,1,1,0,0,0,1,0,1,1,1,1,1,0,0,8904000,2430000,3300000,430000,7790000,19155000,2e+06,1800000,382189460,0,0,0,0,0,0,0,1e+06,0,0,1e+06,1,0
12301266023,23,1,54,2,0,1,5,2,18,0,0,0,0,0,1,0,1,1,0,0,0,0,0,13230000,1450000,0,440000,2400000,61550000,580000,0,18450000,0,4.2e+08,0,0,0,0,0,1e+07,0,0,4.3e+08,2,0
12301266735,23,1,54,1,7,3,1,4,95,0,1,0,0,0,1,0,1,1,1,1,1,0,0,16053000,730000,2600000,1e+06,5e+05,56275000,240000,0,104038000,0,2.4e+08,286000008,0,4.8e+08,7.47e+08,0,0,2.2e+07,20540000,1795540008,8,0
12301268732,23,1,54,1,2,1,3,4,100,0,1,0,0,0,1,1,1,1,1,1,1,0,0,13750000,1e+06,0,6e+06,350000,27460000,595000,22600000,189030000,0,588590000,0,0,0,0,0,0,1426200000,24640000,2039430000,8,0
12301269925,23,1,54,1,4,1,1,5,130,0,1,0,0,0,1,1,1,1,1,1,0,0,0,15130000,530000,6250000,7e+05,550000,41465000,1280000,5e+06,3010000,1.2e+08,6.5e+08,0,2.7e+07,4.5e+08,0,0,1800000,7.35e+08,94560000,1958360000,8,0
12301272335,23,2,54,1,4,5,1,4,59,0,1,0,0,0,1,1,1,1,1,1,0,0,0,16760500,1400000,5200000,2e+06,415000,61300000,1300000,4200000,251850000,0,7.3e+08,0,0,0,0,0,0,0,1e+07,7.4e+08,3,0
12301272719,23,1,54,1,1,1,5,2,50,1,1,0,0,0,1,0,1,1,1,1,0,0,0,11210000,3250000,3e+05,1700000,780000,3.6e+07,3145000,0,92486128,0,1536400000,0,0,404320008,0,0,0,2e+08,20810000,2161530008,8,0
12301273020,23,2,54,1,1,5,3,3,67,0,1,0,0,0,1,1,1,1,1,1,0,1,0,21393000,2e+06,0,28700000,655000,47150000,520000,7500000,41751520,0,4.2e+08,4.8e+08,0,0,0,0,0,0,20360000,920360000,4,0
12301275523,23,1,54,1,6,3,1,4,97,0,1,1,0,1,1,1,1,1,1,1,0,0,1,6570000,1550000,1400000,8e+05,450000,57200000,1135000,1e+06,278730000,0,0,0,0,0,0,0,3800000,0,1e+07,13800000,1,0
12301275732,23,1,54,1,2,1,1,4,85,0,1,0,0,0,1,0,1,1,1,1,0,0,0,33530000,705000,5790000,3e+06,1165000,71450000,1490000,0,158580000,0,2.5e+08,403200000,0,986720004,0,0,0,0,38360000,1678280004,7,0
12301275835,23,1,54,1,8,1,1,4,80,0,1,0,0,0,1,1,1,1,1,1,0,0,1,22925000,1e+06,2290000,8100000,4e+05,72120000,1580000,0,9728776,0,6.24e+08,0,0,2.64e+08,0,0,0,6e+08,16560000,1504560000,7,0
12301277319,23,1,54,1,2,3,4,4,84,0,1,1,1,0,1,1,1,1,1,1,0,0,0,10610000,2200000,11700000,3e+06,3e+05,97950000,3e+05,0,6880000,0,4.25e+08,0,0,0,0,0,0,0,0,4.25e+08,2,0
12301277726,23,1,54,1,4,1,3,3,80,0,0,0,0,0,1,1,1,1,1,1,0,0,1,13477500,210000,4750000,4200000,580000,63350000,1510000,7e+06,194750000,0,0,2.63e+08,0,1.229e+09,0,0,0,8.55e+08,12360000,2359360000,9,0
12301279535,23,1,54,1,5,1,1,4,70,0,1,0,0,0,1,0,1,1,0,1,0,0,1,42079000,1380000,1500000,4750000,1750000,36180000,680000,2e+05,405870000,0,0,1e+08,0,0,0,0,6e+07,0,1e+07,1.7e+08,1,0
12301279932,23,1,54,1,2,1,1,4,60,0,1,1,0,1,1,0,1,1,1,1,0,0,0,22551500,5e+05,317500,3300000,1070000,31460000,80000,12700000,61190000,0,0,4.8e+08,0,427920000,31200000,0,0,0,0,939120000,4,0
12301280819,23,1,54,1,1,1,4,3,48,0,1,0,0,0,1,0,1,1,1,1,0,0,0,20354500,1200000,1350000,4e+05,2700000,38180000,0,5e+05,11820000,0,693800000,2.88e+08,0,0,0,0,2e+06,5.91e+08,16560000,1591360000,7,0
12301280832,23,1,54,1,2,3,1,3,52,0,0,0,0,0,1,0,1,1,1,1,0,0,0,5900000,3e+05,2780000,1800000,750000,41050000,1490000,4200000,479770000,2e+09,0,1.75e+08,1.5e+07,0,0,0,0,0,16560000,206560000,1,0
12301281132,23,1,54,1,1,1,1,3,55,0,1,1,1,1,1,1,1,1,1,1,0,0,0,17850000,6e+05,0,2e+05,11900000,26380000,2240000,3050000,126614671,0,7.44e+08,4.2e+08,0,0,0,0,0,4.35e+08,0,1.599e+09,7,0
12301281930,23,1,54,1,2,1,1,4,64,0,0,0,0,0,1,0,1,1,1,1,0,0,0,11317000,9e+05,5e+05,2030000,1230000,41015000,1730000,4650000,1900000,0,5.31e+08,0,1e+07,6.5e+08,0,0,0,0,6600000,1197600000,6,0
12301282127,23,1,54,1,4,3,4,4,72,0,1,0,0,0,1,0,1,1,1,1,0,0,0,13375000,0,2150000,250000,70000,56760000,1505000,0,320370000,0,7.35e+08,0,0,936784400,4.95e+08,0,0,0,34655000,2201439400,9,0
12301283635,23,1,54,1,6,1,1,6,140,0,1,1,0,0,1,1,1,1,1,1,0,0,1,21474000,650000,0,680000,1900000,73800000,9500000,8250000,254050000,0,3e+07,0,1.5e+07,0,0,0,14700000,4.95e+08,1e+07,564700000,3,0
12301283822,23,2,54,1,1,3,4,3,63,0,0,0,0,0,1,1,1,1,1,1,0,0,1,15830000,1050000,4200000,4100000,880000,56610000,890000,0,130500000,0,2.7e+08,777600000,0,0,0,0,0,21250000,0,1068850000,5,0
12301285120,23,1,54,1,7,1,4,4,120,0,1,0,1,0,1,1,1,1,1,1,0,0,1,37940000,1500000,2150000,1500000,1570000,18830000,1800000,150000,184020000,0,0,0,0,4.8e+08,0,0,1.78e+08,0,0,6.58e+08,3,0
12303286023,23,1,54,1,1,1,4,3,67,0,1,0,0,0,1,0,1,1,1,1,0,0,0,21420000,80000,4600000,950000,9e+05,18355000,2257000,0,20850000,0,3.6e+08,0,0,3.6e+08,0,0,0,0,17940000,737940000,3,0
12309287620,23,1,54,1,4,3,1,5,100,0,1,0,0,0,1,1,1,1,1,1,0,0,0,6320000,2e+06,7650000,4140000,1270000,31650000,750000,3500000,53765376,0,0,5.4e+08,1.5e+07,510600008,0,0,1960000,4.35e+08,9e+07,1592560008,7,0
12310289535,23,2,54,1,1,3,1,3,63,0,0,0,0,0,1,0,1,1,1,1,0,0,0,5702000,8e+05,0,2650000,1220000,45500000,890000,0,124090000,0,0,0,0,1.326e+09,9.6e+08,0,0,0,26560000,2312560000,9,0
12310289619,23,1,54,1,2,1,4,4,62,0,1,0,0,0,1,0,1,1,1,1,0,0,0,9965000,2e+06,1140000,4e+05,150000,26500000,1250000,250000,2.42e+08,0,7.2e+08,825600000,0,9.6e+08,5.34e+09,0,0,0,27640000,7873240000,10,1
12312289920,23,1,54,1,1,1,4,3,50,0,0,0,0,0,1,0,1,1,1,0,0,0,0,30240000,650000,0,0,8800000,1.1e+07,8500000,2e+06,204410000,0,0,4.32e+08,38200000,0,0,0,0,0,27940000,498140000,3,0
12316288232,23,1,54,1,1,1,1,3,80,0,1,0,0,0,1,0,1,1,1,1,0,0,0,26372000,2045000,0,0,2360000,26090000,7e+05,5100000,331295000,0,0,0,0,8.4e+07,6849600000,0,0,0,12360000,6945960000,10,1
12318287126,23,1,54,1,2,1,1,4,150,1,1,0,0,0,1,1,1,1,1,1,1,0,0,7820000,1750000,12200000,4960000,1200000,30465000,1950000,9950000,75910000,9.1e+07,7.55e+08,440440008,3e+07,0,0,0,0,0,23650000,1249090008,6,0
12318287128,23,1,54,1,4,1,1,4,130,1,1,0,0,0,1,1,1,1,1,1,0,0,1,17565000,670000,0,795000,6550000,25770000,4e+05,7600000,35145000,0,8.4e+08,0,0,8.23e+08,0,0,4e+06,0,6600000,1673600000,7,0
12319292835,23,1,54,1,1,1,1,3,70,1,1,0,0,0,1,0,1,1,1,1,0,0,0,24071500,3200000,0,1e+05,505000,28480000,285000,125000,528776,0,4.6e+08,0,0,0,0,2e+08,3e+06,0,16560000,679560000,3,0
12319293029,23,1,54,1,1,1,1,3,66,1,1,0,0,0,1,0,1,1,1,1,0,0,0,13126000,720000,6400000,3e+05,120000,38380000,2600000,0,393330000,0,0,496760000,1e+07,722600000,0,0,0,1071800000,20640000,2321800000,9,0
12321293332,23,1,54,1,6,3,1,4,90,0,1,0,0,0,1,1,1,1,1,1,1,0,0,20917500,1700000,0,5810000,1550000,24335000,3925000,0,2664281476,0,0,0,0,5.16e+08,9.5e+07,0,0,0,1e+07,6.21e+08,3,0
12301265820,23,1,55,1,8,1,1,5,200,0,1,0,0,0,1,1,1,1,1,1,1,1,1,8478240,4e+05,3090000,5500000,3180000,255150000,1050000,1.1e+07,14200000,0,395140000,7.2e+08,0,706400000,0,0,0,6.27e+08,30640000,2479180000,9,0
12301267320,23,1,55,1,4,1,1,5,120,0,1,0,1,0,1,1,1,1,1,1,0,0,0,10200000,1400000,1500000,2400000,0,81960000,530000,2650000,257635000,0,4.4e+08,0,1.5e+08,497560000,7.35e+08,0,0,0,34600000,1857160000,8,0
12301269832,23,1,55,1,6,3,1,3,70,0,1,0,0,0,1,1,1,1,1,1,1,0,0,24290000,1700000,0,8e+06,630000,36580000,1920000,0,10680000,0,2.02e+08,0,0,0,0,0,1800000,0,34600000,238400000,2,0
12301270322,23,1,55,1,7,1,1,5,135,0,1,0,0,0,1,1,1,1,1,1,0,0,0,11036000,480000,4600000,0,1660000,93690000,0,2e+05,5.14e+08,0,0,7.1e+08,2.4e+07,5.1e+08,0,0,0,0,1e+07,1.254e+09,6,0
12301270723,23,2,55,1,6,5,1,4,102,0,1,0,0,0,1,1,1,1,1,1,0,0,0,14790000,2600000,1.9e+07,2500000,2400000,77800000,950000,5e+05,79936377,2.3e+07,2.2e+08,0,0,0,0,0,0,0,48560000,268560000,2,0
12301271122,23,1,55,1,6,1,1,5,120,0,1,0,0,0,1,1,1,1,1,1,0,0,0,13725000,3e+05,0,7e+05,1450000,76750000,0,16400000,38910280,0,0,4.32e+08,2.5e+07,797840008,4.8e+08,0,2849000,0,16560000,1754249008,8,0
12301271426,23,1,55,1,4,1,1,4,73,0,1,0,0,0,1,1,1,1,1,1,0,0,0,18427000,1e+06,250000,1270000,3e+06,77150000,0,5e+05,7e+05,0,0,3.8e+08,1.5e+07,5.04e+08,3.8e+07,0,0,1.542e+09,14600000,2493600000,9,0
12301272226,23,1,55,1,4,1,1,4,93,0,1,0,0,0,1,1,1,1,1,1,1,0,0,24648750,1020000,5e+05,1500000,2230000,77650000,4165000,0,3460000,0,0,0,0,1.8e+08,0,0,0,0,19210000,199210000,1,0
12301272835,23,1,55,1,1,3,4,4,70,0,0,0,0,0,1,0,1,1,1,1,1,0,0,17518000,875000,225000,2e+06,1750000,43270000,1015000,3e+06,24740000,0,0,1.8e+08,0,4.8e+08,6.2e+08,0,0,0,20640000,1300640000,6,0
12301273635,23,1,55,1,4,1,3,3,115,0,1,0,0,0,1,1,1,1,1,1,1,1,0,5708000,180000,2e+05,6e+06,0,122400000,1255000,2500000,95995000,0,8.16e+08,4.8e+08,5e+07,6.25e+08,0,0,8600000,5.15e+08,1.8e+07,2512600000,9,0
12301274223,23,1,55,1,2,1,3,4,80,0,1,0,0,0,1,1,1,1,1,1,0,0,1,19150000,530000,360000,0,6e+05,20400000,740000,0,4775000,0,0,7.2e+08,0,9.1e+08,0,0,0,0,24600000,1654600000,7,0
12301274626,23,2,55,1,2,3,1,3,60,0,1,0,0,1,1,1,1,1,1,1,1,1,1,8645000,9e+05,9600000,775000,1080000,51100000,480000,680000,10860000,2e+06,1e+08,0,0,0,0,0,0,0,12360000,112360000,1,0
12301275735,23,1,55,1,5,3,1,4,75,0,1,0,0,0,1,1,1,1,1,1,0,0,0,24062000,5570000,1530000,0,1e+06,63510000,1e+06,0,58010000,0,0,0,4.7e+07,313240005,0,0,0,0,0,360240005,2,0
12301275826,23,2,55,1,4,3,1,4,106,0,0,0,0,0,1,1,1,1,1,1,0,0,1,21818000,735000,5e+05,6e+06,150000,77370000,780000,1100000,39510000,0,3e+08,7.6e+07,0,0,0,0,6100000,0,22360000,404460000,2,0
12301276520,23,1,55,2,0,1,1,4,61,0,0,0,0,0,1,1,1,1,1,1,1,1,0,53070000,1670000,2510000,2500000,5585000,40950000,0,78200000,3e+07,0,4.89e+08,7.44e+08,0,0,0,0,2e+06,0,29855000,1264855000,6,0
12301277526,23,1,55,1,5,3,6,3,93,0,1,1,1,0,1,1,1,1,1,1,1,0,0,24774600,1150000,1620000,6550000,2050000,51200000,1400000,2.2e+07,478185948,0,4.59e+08,3e+08,0,0,0,0,0,0,36600000,795600000,4,0
12301277632,23,1,55,1,5,1,1,4,95,0,1,0,0,0,1,1,1,1,1,1,0,0,0,8840000,1780000,14300000,350000,6e+05,51150000,1160000,0,193195000,0,0,0,1.5e+07,1e+09,5.8e+08,0,0,0,1e+07,1.605e+09,7,0
12301278525,23,1,55,1,4,1,1,3,51,0,1,0,0,0,1,1,1,1,1,1,0,0,0,22932500,1100000,9350000,9e+05,730000,46850000,290000,0,79387468,0,0,5.94e+08,0,0,0,0,1650000,0,0,595650000,3,0
12301279432,23,1,55,1,8,1,1,4,80,0,1,0,0,0,1,0,1,1,1,1,0,0,0,8868300,370000,1.04e+08,1800000,2900000,73700000,0,6420000,194649997,0,0,0,8.5e+07,0,0,0,0,49500000,55240000,189740000,1,0
12301279735,23,1,55,2,0,1,1,3,54,0,0,0,1,0,1,0,1,1,1,1,0,0,0,14700000,670000,150000,1100000,250000,38635000,5800000,1500000,797100000,0,0,2e+07,0,0,0,0,0,0,30640000,50640000,1,0
12301280230,23,2,55,1,6,3,1,3,60,0,0,0,0,0,1,1,1,1,1,1,0,0,0,27123000,2e+05,2700000,3e+06,2550000,51140000,1520000,0,2.93e+08,0,0,4.2e+08,0,6.5e+07,0,0,3e+07,524500000,16560000,1056060000,5,0
12301280735,23,1,55,1,6,1,6,2,40,0,0,0,0,0,1,0,1,1,0,1,0,0,0,17409000,910000,0,4e+06,3640000,19330000,770000,150000,423125200,0,1.248e+09,0,0,1.02e+09,0,0,6.009e+09,4.2e+08,2.2e+08,8.917e+09,10,1
12301281335,23,1,55,1,1,1,4,6,96,0,1,1,0,0,1,0,1,1,0,1,0,0,0,27420000,120000,60856000,2300000,1050000,53400000,1970000,1e+05,91360000,0,0,0,9e+07,0,0,0,16560000,0,98400000,204960000,1,0
12301282632,23,1,55,2,0,3,1,4,100,0,0,0,0,0,1,0,1,1,1,1,0,0,0,28448000,2750000,5e+07,7e+05,1120000,62100000,790000,0,79110716,4e+08,0,5.95e+08,4e+07,0,0,0,2700000,0,0,637700000,3,0
12301283032,23,1,55,1,1,1,1,3,50,0,0,0,0,0,1,0,1,1,1,1,0,0,0,9318500,980000,0,2300000,1350000,45895000,1300000,0,5660000,0,6e+07,856800000,0,0,0,0,1960000,7.4e+08,17810000,1676570000,7,0
12301283135,23,1,55,1,1,1,4,4,75,0,0,0,0,0,1,0,1,1,1,1,0,0,0,32378000,410000,16500000,1500000,3e+05,19500000,1250000,4e+06,306412000,0,0,0,0,0,0,0,0,3.58e+08,50240000,408240000,2,0
12301284422,23,1,55,1,5,3,1,4,70,0,0,0,0,0,1,0,1,1,1,1,1,0,0,13698000,950000,4e+06,1500000,2e+05,9.2e+07,0,0,18700000,0,0,1.32e+09,0,0,0,0,0,0,16560000,1336560000,6,0
12301284635,23,1,55,1,2,3,1,3,60,0,1,0,0,0,1,0,1,1,1,1,1,0,0,15340000,6e+05,1200000,1e+06,1300000,76200000,1280000,27500000,82672000,1.03e+08,3e+08,2.16e+08,0,3.1e+08,1.22e+09,0,6e+06,0,22360000,2074360000,8,0
12301284723,23,1,55,1,6,1,4,5,160,0,1,0,1,0,1,1,1,1,1,1,1,0,1,38211500,7e+05,1100000,6400000,5e+06,83810000,190000,0,174200000,0,1062200000,9.03e+08,0,315300000,7.13e+08,0,0,0,24600000,3018100000,10,1
12301284832,23,1,55,2,0,6,4,4,110,0,1,0,0,0,1,0,1,1,1,1,1,0,1,21292000,2200000,380000,7e+05,3e+05,111750000,340000,2e+05,164100000,0,1.04e+09,2.2e+08,4.5e+07,0,0,0,0,0,36400000,1341400000,6,0
12304291129,23,2,55,1,1,5,1,4,120,0,1,0,0,0,1,1,1,1,1,1,1,0,0,11520500,9e+05,5150000,0,2720000,60805000,0,250000,254950000,0,0,0,0,6.65e+08,4.1e+08,0,3600000,0,1.8e+07,1096600000,5,0
12306286535,23,1,55,2,0,1,1,4,175,0,0,1,0,0,1,0,1,1,1,1,1,0,0,17850000,4e+05,0,5200000,1800000,52825000,205000,0,174380000,2e+06,534750000,2157600000,0,596004000,5.418e+09,0,5e+06,0,14500000,8725854000,10,1
12309287629,23,2,55,1,1,5,1,5,105,0,1,0,0,0,1,0,1,1,1,1,0,0,0,7922000,150000,1075000,5900000,350000,31250000,415000,2650000,99870000,0,0,729296000,1.5e+07,9.5e+08,4.8e+08,0,0,0,0,2174296000,8,0
12309287835,23,1,55,1,2,1,6,3,60,0,1,0,0,0,1,0,1,1,1,1,0,0,0,48160000,265000,1200000,350000,630000,3.1e+07,1245000,8250000,215580000,0,6.15e+08,6e+08,0,1.275e+09,0,0,5600000,0,0,2495600000,9,0
12309288030,23,1,55,1,4,5,4,3,50,0,0,0,0,0,1,0,1,1,1,1,0,0,0,17960000,3e+05,14130000,5e+05,5980000,18870000,620000,4420000,33200000,0,5.55e+08,9.7e+08,7e+06,724800000,0,3.6e+07,0,0,0,2292800000,9,0
12310288832,23,1,55,1,2,2,1,4,89,0,1,0,0,0,1,0,1,1,1,1,0,0,0,19576000,350000,650000,1450000,1700000,56450000,7e+05,7e+05,366050000,0,0,3.75e+08,0,637065000,1.6e+08,1.32e+08,0,0,20640000,1324705000,6,0
12312290224,23,1,55,1,4,1,1,5,88,0,1,0,0,0,1,1,1,1,1,1,0,0,0,18307000,1280000,260000,960000,1600000,25700000,2800000,3e+06,9875000,0,3e+08,40800000,0,2.75e+08,6e+07,0,3600000,9.95e+08,54360000,1728760000,7,0
12313290523,23,1,55,1,1,1,1,4,80,1,0,0,0,0,1,0,1,1,1,1,1,0,0,25986000,1360000,1450000,4e+06,2e+06,26115000,3550000,0,17856000,0,7.2e+08,5.4e+08,0,6.8e+08,1.2e+09,0,2850000,0,34600000,3177450000,10,1
12313290735,23,1,55,1,1,1,1,3,70,1,0,0,0,0,1,1,1,1,1,1,1,0,0,14080000,1050000,3e+05,3980000,650000,12890000,1280000,2e+06,21439000,0,0,0,0,3.6e+08,396500000,0,3e+06,0,20640000,780140000,4,0
12316288435,23,1,55,1,2,1,1,3,60,0,1,0,0,0,1,0,1,1,1,1,0,0,0,10919000,8e+05,5800000,2700000,3100000,21930000,450000,0,151260000,5e+07,0,2e+08,0,584500000,0,0,12360000,0,0,796860000,4,0
12317291520,23,1,55,1,2,1,3,4,95,0,1,0,0,0,1,0,1,1,1,1,0,0,0,20275000,1250000,0,1700000,1250000,21080000,350000,0,265930000,0,5.31e+08,262080000,0,0,0,0,0,1.8e+08,1.6e+07,989080000,5,0
12319292432,23,1,55,2,0,2,1,3,48,0,1,0,0,0,1,0,1,1,1,1,0,0,0,18024600,6e+05,560000,1100000,0,23600000,4e+05,2e+05,147170280,0,5.4e+08,0,0,6e+08,0,0,1920000,0,12600000,1154520000,5,0
12301266635,23,1,56,1,1,6,3,4,112,0,1,0,0,0,1,0,1,1,1,1,0,0,0,29841000,550000,6e+05,1.3e+07,1565000,98900000,2820000,7500000,495650000,0,0,0,0,0,0,0,0,0,1e+07,1e+07,1,0
12301268220,23,1,56,1,6,3,1,4,100,0,1,0,0,0,1,0,1,1,1,1,1,1,0,21240000,6e+05,0,7150000,0,206200000,3380000,3e+06,79510000,0,0,0,0,3e+08,0,0,0,0,20640000,320640000,2,0
12301269232,23,1,56,1,7,1,1,5,126,0,1,0,0,0,1,1,1,1,1,1,1,0,0,25955000,560000,0,1700000,2940000,66440000,590000,1200000,3.5e+07,0,1.232e+09,3e+08,0,0,0,0,1.5e+07,0,2760000,1549760000,7,0
