jensiat,sen,savad,m.t.s,v.f.s,N.T.M,T.O,S.Z,M.O.B,OTO,MO,DO,ZABT,TV,PC,TEL.H,OJAGH.GAZ,JAROO.B,MASHIN.L,CHARKH.KH,PANKE,MASHIN.Z,H.KHORAKI.NOOSHIDANI,H.ERTEBATAT,H.BEHDASHT,H.HAMLONAGHL,H.KALA.MOT,H.MASKAN,H.MOBLEMAN,H.POOSHAK,KHARID.KALA.BADAVAM,H.SARMAYEGOZARI,DAHAK10
1,44,1,1,1,4,4,80,0,0,0,1,0,1,0,1,1,1,1,0,0,0,9756000,430000,7.00E+06,2100000,1300000,47517000,510000,5.00E+05,202990000,3.00E+08,0
1,44,1,1,1,5,3,55,0,0,0,0,0,1,0,1,1,1,1,1,0,0,11490000,2340000,0,1500000,0,4.00E+07,626000,0,46390000,0,0
1,44,1,4,1,1,5,183,0,1,1,0,0,1,1,1,1,1,1,0,0,1,14418000,8.00E+05,0,650000,280000,122475000,490000,6500000,3.36E+08,0,1
1,44,1,1,1,4,3,70,0,0,0,1,0,1,0,1,1,1,1,0,0,0,25775000,390000,2800000,4.00E+06,1730000,34050000,1.00E+06,1.00E+05,28480000,3.50E+07,1
1,44,1,2,1,4,8,170,0,1,0,1,0,1,0,1,1,1,1,0,0,0,4970000,650000,450000,5.00E+06,2470000,123920000,425000,6500000,51250000,0,1
1,44,1,1,1,4,3,73,0,0,0,0,1,1,0,1,1,1,0,0,0,0,6887500,1850000,3400000,970000,670000,26350000,775000,0,5790000,0,0
1,44,1,4,1,5,2,40,1,0,0,0,0,1,0,1,1,1,1,0,0,0,24529500,850000,0,1300000,2375000,20510000,1880000,0,3061940,0,1
1,44,1,7,1,1,4,100,1,1,0,0,0,1,1,1,1,1,1,1,0,1,17776000,270000,2800000,750000,5.00E+05,38100000,1030000,3.00E+06,86100000,0,0
1,44,1,4,1,4,3,70,0,1,0,0,0,1,0,1,1,1,1,0,0,0,9667200,1350000,0,2500000,410000,100270000,630000,2.00E+05,113581000,0,0
1,44,1,4,1,1,4,86,1,1,0,0,0,1,0,1,1,1,1,1,0,0,19755000,1650000,0,3.00E+06,1.00E+06,15165000,0,1200000,17856000,0,0
1,44,1,2,1,1,4,70,0,1,0,0,0,1,0,1,1,1,1,1,0,0,30960000,150000,3600000,1100000,2.00E+06,30065000,3960000,0,5160000,0,0
1,45,1,7,1,4,5,140,0,1,0,1,0,1,0,1,1,1,1,0,0,1,11931500,130000,4230000,2.00E+05,1200000,167900000,1795000,0,11604000,0,0
1,45,1,6,1,1,4,120,0,1,0,0,0,1,1,1,1,1,1,0,0,1,11490000,9.00E+05,0,3600000,150000,107300000,895000,0,59103164,0,0
1,45,1,2,1,6,4,94,0,1,0,0,0,1,0,1,1,1,1,1,0,0,12005000,1550000,650000,9.00E+05,1150000,51810000,990000,1.00E+06,47860000,0,1
1,45,1,5,1,3,3,60,0,0,0,0,0,1,0,1,1,1,1,0,0,0,13485000,490000,5.00E+05,2050000,2100000,18530000,1550000,0,223297000,0,0
1,45,1,4,1,4,5,110,0,0,1,1,0,1,0,1,1,1,1,0,0,1,28439000,5.00E+05,0,8.00E+05,0,77700000,6170000,0,2550000,0,0
1,45,1,7,1,4,3,55,0,1,1,0,0,1,0,1,1,1,1,0,0,0,12962500,1150000,2.00E+05,1580000,1830000,32400000,0,7.00E+05,53150000,0,0
1,45,1,4,1,1,3,68,0,1,0,0,0,1,0,1,1,1,1,1,1,0,2259776,2100000,0,2800000,2700000,35730000,3.00E+06,160000,7.96E+08,0,0
1,45,1,1,1,1,5,80,1,0,0,0,1,1,0,1,1,1,0,0,0,0,47479200,850000,0,4.00E+05,1400000,50300000,740000,920000,13265000,0,0
1,45,1,2,1,3,3,50,0,0,0,0,0,1,0,1,1,1,1,0,0,0,18444400,1015000,2.00E+05,1950000,5.00E+05,16960000,960000,5.00E+05,18830000,0,0
1,45,1,5,1,1,4,72,0,1,0,0,0,1,0,1,1,1,1,0,0,0,14385000,9.00E+05,0,750000,1810000,42140000,0,7.00E+06,276611328,2.50E+07,0
1,45,1,4,1,4,3,60,0,0,1,0,0,1,1,1,1,1,1,0,0,0,13565000,240000,1.00E+06,450000,1700000,38150000,2210000,0,129924000,0,0
1,45,1,4,1,1,4,110,0,1,0,0,0,1,0,1,1,1,1,0,0,1,34880000,1500000,0,6.00E+05,6.00E+05,101890000,460000,3500000,302245000,0,0
1,45,1,1,1,4,3,50,0,1,0,1,0,1,0,1,1,1,1,0,0,0,6580500,2.00E+05,1060000,3.00E+06,7.00E+05,45670000,3.00E+05,4110000,142458220,0,0
1,45,1,4,1,1,3,53,0,0,0,1,0,1,1,1,1,1,1,1,0,0,20027000,1900000,12500000,2150000,6.00E+05,36180000,0,0,41096000,0,0
1,45,1,1,1,1,5,100,0,1,0,1,0,1,1,1,1,1,1,0,0,1,17480000,2100000,1140000,5.00E+05,0,72100000,1110000,0,117225545,0,0
1,45,1,1,1,3,3,95,0,0,0,1,0,1,0,1,1,1,1,1,0,0,11647000,2200000,3070000,3200000,630000,33500000,370000,2100000,271020000,0,0
1,45,1,2,1,1,3,62,0,1,0,0,0,1,0,1,1,1,1,0,0,0,10147000,450000,350000,4500000,1270000,32600000,2200000,0,1586328,0,0
1,45,1,4,1,1,4,75,0,1,0,0,0,1,0,1,1,1,1,0,0,0,33680000,280000,0,0,1160000,41870000,2120000,0,109350000,0,0
1,45,1,7,1,3,4,107,0,1,0,1,0,1,1,1,1,1,1,1,0,0,11494000,650000,0,5.00E+06,5600000,72750000,4600000,0,146525000,0,0
1,45,1,4,3,1,5,88,0,0,0,0,0,1,1,1,1,1,1,0,0,0,10211600,450000,0,7300000,430000,25760000,1430000,350000,355275000,0,0
2,45,1,1,1,1,3,80,1,0,0,0,0,1,0,1,1,1,1,0,0,0,11040000,1650000,4250000,0,660000,1.50E+07,360000,0,9396000,0,0
1,45,1,1,1,1,3,50,1,1,0,0,0,1,0,1,1,1,1,1,0,0,15744000,9.00E+05,0,5.00E+05,1450000,1.00E+07,3.00E+05,0,381620000,0,1
1,45,1,2,1,3,3,60,0,1,0,0,0,1,0,1,1,1,1,1,0,0,20155000,592000,950000,740000,2250000,2.30E+07,265000,1250000,4.00E+05,1.00E+08,0
2,45,1,1,3,1,2,40,1,1,0,0,0,0,0,1,1,1,0,0,0,0,26989000,1150000,0,4.00E+05,5100000,28300000,1190000,2700000,212450000,0,0
1,45,1,1,1,1,3,90,0,1,0,0,0,1,0,1,1,1,1,1,0,0,9752000,1100000,1300000,5.00E+05,1900000,36780000,1950000,0,33040000,0,0
1,45,1,1,1,1,3,70,1,0,0,0,0,1,0,1,1,1,1,1,0,0,20105000,3.00E+06,5.00E+05,1200000,950000,26010000,320000,350000,84610000,0,0
1,45,1,2,3,1,3,72,1,1,0,0,0,1,0,1,1,1,1,1,0,0,8501000,1450000,5290000,1025000,150000,26290000,1950000,0,281090000,0,0
1,45,1,2,1,4,4,120,1,0,0,0,0,1,0,1,1,1,1,1,0,0,8966660,1250000,2640000,1700000,870000,26170000,1070000,4100000,1450000,0,0
1,46,1,7,1,1,4,93,0,0,0,0,0,1,1,1,1,1,1,1,0,0,29424000,6.00E+06,0,0,3.00E+06,93050000,1280000,2.00E+05,149502000,0,1
1,46,1,1,1,1,4,70,0,1,0,0,0,1,1,1,1,1,1,1,0,0,12295000,1500000,1850000,9.00E+05,4100000,31980000,720000,1400000,9733164,2.70E+08,0
1,46,1,4,1,1,4,67,0,1,0,0,0,1,0,1,1,1,1,1,0,0,37910000,9.00E+05,350000,1250000,830000,29990000,1280000,0,58507400,3.00E+07,0
1,46,1,6,1,3,4,120,0,1,0,0,0,1,1,1,1,1,1,0,0,1,16190000,750000,0,1550000,8.00E+06,53650000,2400000,2.00E+05,23080000,0,1
1,46,1,6,1,5,4,120,0,1,0,1,0,1,1,1,1,1,1,0,0,1,16783000,375000,0,0,6100000,74800000,2585000,5.00E+05,273888000,0,0
1,46,1,4,1,3,4,70,0,1,0,0,0,1,1,1,1,1,1,0,0,1,8535000,1200000,0,9100000,0,57900000,8.00E+05,8.00E+06,204950000,0,1
1,46,1,7,1,3,4,90,0,1,0,0,0,1,1,1,1,1,1,0,0,0,9894800,1450000,0,3800000,580000,117100000,1060000,0,131600000,0,0
1,46,1,4,1,5,4,92,0,1,0,0,0,1,1,1,1,1,1,1,0,0,8820000,1700000,9950000,3310000,1830000,47830000,2510000,0,17455000,2.50E+07,1
2,46,1,4,3,1,4,60,0,0,0,0,0,1,0,1,1,1,1,0,0,0,24685000,8.00E+05,1150000,4750000,4.00E+05,40870000,1800000,1.00E+05,494665000,0,0
1,46,1,6,1,1,4,100,0,1,0,0,0,1,1,1,1,1,1,0,0,0,8300000,450000,2.00E+06,3.00E+05,520000,72650000,2400000,8300000,56434000,0,0
1,46,1,6,1,1,4,71,0,1,0,0,0,1,1,1,1,1,1,0,0,1,35587000,170000,0,2500000,850000,57115000,270000,4300000,1228776,0,0
1,46,1,2,1,5,3,45,0,1,1,0,0,1,0,1,1,1,1,1,1,0,35065000,820000,0,8.00E+06,8990000,2.00E+07,2420000,1600000,247540500,0,0
2,46,1,4,3,4,4,62,0,1,0,0,0,1,0,1,1,1,1,0,0,0,12935000,3.00E+05,0,5400000,225000,50650000,6.00E+05,0,1016175000,0,0
1,46,1,1,1,1,3,40,0,0,0,1,1,1,1,1,1,1,1,1,0,0,6308000,1250000,0,0,2150000,25650000,990000,5.00E+06,19500000,0,1
1,46,1,6,1,1,5,135,0,1,1,0,1,1,1,1,1,1,1,0,0,1,15727480,6.00E+05,0,5450000,550000,102600000,1600000,0,420000,0,0
1,46,1,6,1,5,4,140,0,1,0,0,0,1,1,1,1,1,1,1,0,0,16552750,650000,1.40E+07,650000,380000,72005000,2250000,0,39050000,0,0
1,46,1,7,1,5,4,150,0,1,0,0,0,1,1,1,1,1,1,1,0,1,9415000,1450000,5910000,3.00E+05,3030000,71690000,135000,3100000,13454000,0,0
1,46,1,6,1,1,4,90,1,1,0,1,0,1,1,1,1,1,1,0,0,0,23650000,560000,450000,760000,1690000,46040000,935000,350000,87330000,0,0
1,46,1,4,1,1,5,113,0,0,0,0,0,1,0,1,1,1,1,0,1,1,3874000,1470000,20950000,380000,1195000,51820000,2500000,0,161935000,0,0
1,46,1,1,1,6,3,45,0,0,0,0,0,1,0,1,1,1,1,1,0,0,4660000,1150000,0,1450000,1310000,41250000,1860000,0,4853164,0,0
1,46,1,2,2,3,3,40,0,0,1,0,0,1,0,1,1,1,0,0,0,0,19585000,1620000,0,6.00E+06,2600000,13800000,2410000,0,5380000,0,0
1,46,1,2,1,1,3,53,0,1,0,1,0,1,0,1,1,1,1,0,0,0,24610000,265000,3750000,2300000,1500000,41420000,1700000,1.70E+07,115663045,0,0
1,46,1,6,1,1,4,83,0,1,0,1,0,1,1,1,1,1,1,0,0,0,22174000,0,5.00E+05,1150000,3300000,62113000,570000,1350000,17856000,0,0
1,46,1,2,1,3,2,35,0,1,0,0,0,1,0,1,1,1,1,0,0,0,10068000,1500000,0,550000,1130000,27150000,605000,0,193339998,0,0
1,46,1,2,1,4,4,70,0,0,0,0,0,1,1,1,1,1,1,1,0,0,26170300,1.00E+06,3650000,1500000,2280000,56740000,0,6600000,64461115,0,1
1,46,1,5,1,1,5,143,0,1,0,1,0,1,1,1,1,1,1,0,0,1,36800000,3.00E+05,6.00E+05,650000,5.00E+05,90180000,1480000,0,280075000,0,0
1,46,1,2,1,1,4,65,0,1,0,0,0,1,1,1,1,1,1,1,0,0,11990000,1800000,0,4100000,2420000,26730000,1730000,2.00E+05,677420000,0,0
1,46,1,4,2,1,4,85,1,1,0,0,0,1,0,1,1,1,1,0,0,0,11060000,2200000,0,2.00E+06,7.00E+05,24355000,480000,550000,40520000,0,0
1,46,1,7,1,4,4,100,0,0,0,0,0,1,0,1,1,1,1,0,0,0,96310000,7.00E+05,930000,150000,650000,26300000,9550000,1200000,162570000,0,1
1,46,1,4,3,1,4,181,0,1,0,0,0,1,0,1,1,1,1,1,0,0,9313400,5.00E+05,1530000,9.00E+05,4.00E+05,46250000,1600000,5550000,317299355,0,0
1,46,1,1,1,1,4,73,0,1,0,0,0,1,1,1,1,1,1,1,0,0,46320000,3150000,5100000,450000,4800000,28780000,3350000,0,9400000,0,0
1,46,1,6,1,1,4,89,0,1,0,0,0,1,1,1,1,1,1,0,0,0,50558700,1500000,1450000,9.00E+06,650000,25450000,970000,8200000,107480000,2.50E+09,0
2,46,1,1,3,1,3,50,0,0,0,0,0,1,0,1,1,1,1,0,0,0,15830000,380000,0,5.00E+05,0,19700000,1360000,1910000,1.89E+09,0,0
1,46,1,4,1,4,3,70,0,0,1,0,0,1,0,1,1,1,1,0,0,0,12510000,910000,5.00E+06,1600000,7.00E+05,17020000,1100000,8.00E+05,163725000,0,0
1,46,1,2,1,4,4,105,0,1,0,1,0,1,0,1,1,1,1,1,0,0,17145000,1270000,15650000,2700000,4.00E+05,5.30E+07,3570000,10500000,72650000,0,0
1,47,1,4,1,5,2,15,0,0,0,0,0,1,0,1,1,1,1,0,0,0,8605000,1850000,0,1500000,312000,36200000,2070000,0,11450000,0,0
1,47,1,1,1,1,3,50,0,1,0,0,0,1,1,1,1,1,1,1,0,0,7221000,115000,340000,1500000,1.00E+05,40550000,1350000,0,18370000,0,0
1,47,1,4,1,4,4,75,0,0,0,0,0,1,0,1,1,1,1,1,0,0,16244000,2200000,3200000,2.00E+05,1100000,73955000,4680000,0,168805937,0,0
1,47,1,8,1,1,4,98,0,1,0,0,0,1,1,1,1,1,1,1,0,1,63010000,1.00E+06,0,270000,2380000,71600000,2350000,2360000,26940000,0,0
1,47,1,4,1,1,4,103,0,1,0,1,0,1,1,1,1,1,1,0,0,0,15830000,50000,3.00E+05,1600000,350000,66850000,1119000,6250000,45915000,0,0
1,47,1,7,1,5,4,120,0,0,0,0,0,1,1,1,1,1,1,0,0,0,17190300,1350000,0,3600000,0,75500000,2730000,0,83970000,0,0
1,47,1,7,1,5,4,120,0,1,0,1,0,1,1,1,1,1,1,0,0,0,23858000,1750000,320000,2.00E+06,1700000,75200000,2.00E+06,0,3628776,0,0
1,47,1,7,1,4,4,70,0,0,0,0,0,1,1,1,1,1,1,1,0,0,17198600,5.00E+05,450000,7.00E+05,5270000,91555000,1500000,2400000,48202000,0,1
1,47,1,4,1,4,3,40,0,1,0,0,0,1,1,1,1,1,1,0,0,0,32655000,80000,0,4.00E+06,4.00E+05,32650000,1620000,4.00E+07,17932000,0,1
1,47,1,6,1,5,4,150,0,1,0,1,0,1,0,1,1,1,1,0,0,0,15355500,398000,1200000,1.50E+07,1750000,21120000,785000,2800000,3260000,0,1
1,47,1,4,1,4,3,43,0,1,0,0,0,1,0,1,1,1,1,0,0,0,29090000,2540000,2500000,6.00E+05,4100000,39700000,2520000,1700000,157615000,0,0
2,47,1,4,3,6,3,54,0,0,0,0,0,1,0,1,1,1,1,0,0,1,13935000,1600000,5.00E+05,1.00E+06,750000,35890000,1410000,20400000,2500000,0,0
2,47,1,2,5,6,2,20,0,0,0,0,0,1,0,1,1,1,0,0,0,0,52491000,720000,0,4500000,420000,16180000,120000,950000,62100000,0,0
1,47,1,4,1,4,4,110,0,1,0,0,0,1,1,1,1,1,1,0,0,0,14755000,640000,1850000,2100000,4200000,56500000,1471000,750000,118010000,0,0
1,47,1,2,1,6,4,100,0,1,1,0,0,1,0,1,1,1,1,0,0,0,8030000,1950000,0,3400000,580000,51300000,1.00E+06,0,32800000,0,1
1,47,1,2,1,6,3,60,0,1,1,0,0,1,0,1,1,1,0,0,0,0,5731000,1900000,8250000,1700000,1100000,30800000,650000,14800000,42140000,0,0
1,47,1,2,1,3,4,65,0,0,0,1,0,1,0,1,1,1,1,0,0,0,12156000,1350000,0,3.00E+06,350000,31500000,540000,3.00E+05,7636520,0,0
1,47,1,2,1,4,4,65,0,0,0,0,0,1,0,1,1,1,0,0,0,0,22928000,1400000,0,0,2050000,16450000,750000,1500000,3.14E+08,0,0
1,47,1,2,1,1,3,65,0,0,0,0,0,1,0,1,1,1,1,0,0,0,19291000,1200000,4600000,6.00E+05,1220000,52150000,860000,7300000,18800000,0,0
1,47,1,2,5,1,4,75,0,0,0,0,0,1,1,1,1,1,1,0,0,0,18619000,680000,1350000,5850000,0,61650000,3100000,0,61580681,0,0
1,47,1,5,1,1,4,100,0,1,0,0,0,1,0,1,1,1,1,1,0,0,19502000,1450000,0,2500000,6100000,62310000,1700000,0,171640000,0,0
1,47,1,2,1,1,3,70,0,1,0,0,0,1,1,1,1,1,1,0,0,0,28840000,1.00E+05,150000,1.00E+06,650000,40900000,4635000,0,19495000,0,1
1,47,1,2,1,6,3,45,0,1,0,0,0,1,1,1,1,1,1,0,0,0,46545000,1500000,3300000,9250000,3010000,42150000,6.00E+05,0,212840000,0,0
1,47,1,4,3,1,3,43,0,0,0,0,0,1,0,1,1,1,0,0,0,0,22465000,3.00E+06,1074000,1.00E+06,1280000,42450000,1860000,4850000,2580000,40800000,0
1,47,1,4,1,1,3,61,0,1,0,0,0,1,0,1,1,1,1,0,0,0,5505000,610000,2.00E+06,1.00E+06,0,32485000,0,0,20300000,0,0
1,47,1,6,1,1,4,70,0,1,0,0,0,1,1,1,1,1,1,0,0,1,9935000,1.00E+06,5.00E+05,2.00E+05,1900000,39890000,3.00E+05,0,50270000,0,0
1,47,1,5,3,4,5,180,0,1,0,0,0,1,1,1,1,1,1,1,0,1,3221000,0,5600000,2520000,1615000,108400000,630000,0,112820000,0,0
1,47,1,4,1,3,4,63,0,1,0,0,0,1,0,1,1,1,1,0,0,0,47950000,1.00E+05,1.90E+07,7.00E+05,2280000,25850000,3010000,2.00E+06,138950000,0,0
1,47,1,4,1,1,4,90,0,1,0,1,1,1,0,1,1,1,1,1,0,0,21436000,350000,5.00E+05,1.00E+06,2.00E+05,30850000,3700000,0,34627000,0,0
1,47,1,4,3,1,3,60,0,1,0,0,1,1,1,1,1,1,1,0,0,1,42930500,950000,5.00E+05,1315000,1035000,18130000,2220000,0,713996000,0,0
1,47,1,4,1,1,4,103,0,1,0,0,0,1,1,1,1,1,1,0,0,0,9646610,2970000,7.00E+05,1400000,4450000,31300000,1500000,0,25943164,0,0
1,47,1,4,1,4,4,85,0,1,0,0,0,1,0,1,1,1,1,1,0,0,23502500,380000,5750000,9.00E+05,3835000,45400000,350000,0,102561886,0,0
1,47,1,1,1,3,4,120,0,1,0,0,0,1,0,1,1,1,1,0,0,0,16487500,1.00E+06,1400000,3510000,6.00E+05,43230000,365000,250000,40670000,0,0
1,47,1,5,2,1,3,44,0,1,0,0,0,1,1,1,1,1,0,0,0,0,6425000,1500000,9650000,1200000,760000,4.60E+07,1850000,0,29880000,0,0
1,47,1,2,1,1,4,65,0,1,0,0,0,1,0,1,1,1,1,1,0,0,26105000,950000,0,0,860000,43180000,2445000,0,131310000,0,0
1,47,1,5,1,4,4,70,0,1,0,0,0,1,0,1,1,1,1,1,0,0,15880000,1250000,4.00E+05,6.00E+05,1025000,32250000,750000,1650000,30992000,0,0
1,47,2,0,1,1,3,80,1,1,0,0,0,1,0,1,1,1,1,0,0,0,8995000,2600000,5500000,3.00E+06,6.00E+05,16700000,2170000,3.00E+05,51900000,0,0
1,47,1,1,1,1,3,60,0,0,0,0,0,1,1,1,1,1,1,0,0,0,25186050,550000,2.00E+06,1800000,350000,18695000,1070000,0,11413164,0,0
1,47,1,1,1,1,4,90,1,1,0,0,0,0,1,1,1,1,1,1,0,0,6721300,2200000,0,1700000,1660000,24455000,2105000,2.00E+05,3343164,0,0
1,48,1,6,1,4,5,90,0,0,1,0,0,1,1,1,1,1,1,1,1,1,19649900,1030000,1010000,2010000,140000,80400000,9.00E+05,2900000,217100000,3.20E+08,0
1,48,1,6,1,1,4,120,0,1,0,0,0,1,1,1,1,1,1,0,0,0,17330000,1630000,1250000,2.00E+06,0,224890000,2100000,0,264575000,0,0
1,48,1,2,1,3,5,168,0,1,0,0,0,1,1,1,1,1,1,0,0,1,36145000,850000,785000,8.00E+05,4650000,91800000,1080000,5.00E+06,10350000,0,0
1,48,1,6,1,1,4,87,0,1,1,1,0,1,1,1,1,1,1,1,1,1,7703925,950000,0,1.00E+06,770000,1.52E+08,8.00E+05,2.00E+05,472604000,0,0
1,48,1,6,1,1,4,98,1,1,0,0,0,1,1,1,1,1,1,1,0,0,36499000,670000,2210000,0,7.00E+05,36820000,1870000,2.00E+05,69610920,0,0
1,48,1,8,1,5,4,120,0,1,0,0,0,1,0,1,1,1,1,0,0,1,16190000,1820000,350000,780000,2400000,7.50E+07,4500000,0,21550000,0,0
1,48,1,4,1,1,3,55,0,1,0,0,0,1,1,1,1,1,1,0,0,1,9183000,1050000,2825000,9.00E+06,3.00E+05,51110000,780000,0,69350000,0,0
1,48,1,6,1,1,4,67,0,1,0,0,0,1,1,1,1,1,1,0,0,0,20382500,844000,0,0,1100000,51730000,820000,2100000,156548776,0,1
1,48,1,9,1,1,3,50,0,1,0,0,0,1,0,1,1,0,1,0,0,0,4570000,1650000,895000,2400000,570000,36840000,0,5.00E+05,47330000,5.40E+09,0
1,48,1,6,1,1,3,55,0,1,0,0,0,1,0,1,1,1,1,0,0,0,13682000,890000,1440000,1200000,1970000,36950000,1225000,0,173940000,0,0
1,48,1,4,1,6,4,65,0,0,0,0,0,1,0,1,1,1,1,0,0,0,11720000,5.00E+05,0,7700000,1330000,46050000,1370000,0,2.00E+07,0,0
1,48,1,1,1,3,3,60,0,1,0,0,0,1,0,1,1,1,1,0,0,0,14139600,250000,3.00E+05,3.00E+05,5180000,19950000,1230000,0,190825000,0,0
1,48,1,6,1,1,3,47,0,0,0,0,0,1,1,1,1,1,1,1,1,0,18115000,1400000,170000,1300000,3790000,32100000,1890000,17550000,370070000,0,0
1,48,1,2,1,4,4,85,0,1,0,0,0,1,1,1,1,1,1,0,0,0,15294000,550000,850000,1.00E+06,5.00E+05,37290000,1090000,0,298480000,0,0
1,48,1,6,1,1,4,95,0,1,0,1,0,1,1,1,1,1,1,0,0,0,5715200,9.00E+05,4.00E+05,6700000,1150000,61670000,5050000,1.00E+05,85856686,45600000,0
1,48,1,4,1,1,4,70,0,1,0,1,0,1,0,1,1,1,1,0,0,0,17433822,1550000,1200000,1850000,710000,52430000,850000,5770000,67810000,0,0
1,48,1,6,1,1,4,85,0,1,0,0,0,1,1,1,1,1,1,0,0,1,67770000,750000,7.00E+06,4.00E+05,2100000,104420000,717000,1800000,231400000,0,0
1,48,1,4,1,1,4,125,0,1,0,0,0,1,1,1,1,1,1,1,0,1,8990000,2.00E+05,5.00E+05,3.00E+06,1120000,60845000,0,0,2350000,0,0
1,48,1,6,1,1,4,120,0,1,0,0,0,1,0,1,1,1,1,0,0,0,15340000,680000,0,9.00E+05,2140000,25150000,1195000,0,8840000,0,0
1,48,1,6,3,1,4,103,0,1,0,0,0,1,0,1,1,1,1,0,0,0,14496000,350000,0,790000,1740000,30830000,10842000,2.00E+05,302082000,0,0
1,48,1,9,1,1,4,68,0,1,0,1,0,1,0,1,1,1,1,1,0,0,7275000,9.00E+05,1300000,12600000,8.00E+05,22430000,1300000,3.00E+05,22702552,0,0
1,48,1,4,1,1,4,95,0,1,0,0,0,1,1,1,1,1,1,0,0,0,7321500,1500000,6.00E+06,9200000,650000,46810000,4.00E+05,260000,20140000,0,1
1,48,1,4,1,3,4,100,0,1,0,0,0,1,0,1,1,1,1,0,0,0,18350000,340000,3500000,1200000,1200000,41030000,890000,0,56100118,0,0
1,48,1,1,1,1,4,70,1,0,0,0,0,1,1,1,1,1,1,1,0,0,5590000,2.00E+06,5.00E+05,8.00E+05,1360000,13120000,830000,3.00E+05,10560000,0,0
1,48,1,4,1,1,4,120,0,1,0,0,0,1,1,1,1,1,1,1,0,0,8610000,2.00E+05,2.20E+07,5.00E+05,3340000,36015000,320000,7950000,83610000,0,0
1,48,1,4,1,1,5,158,0,1,0,0,0,1,0,1,1,1,1,0,0,1,9226000,1.00E+06,3650000,2.00E+06,2.00E+05,93200000,2.00E+05,0,117400000,0,0
1,48,1,1,1,1,3,80,0,0,0,0,0,1,0,1,1,1,1,0,0,0,14480000,930000,10600000,1300000,450000,15790000,1450000,0,621039000,0,0
1,48,1,4,1,1,3,70,0,1,0,0,0,1,0,1,1,1,1,0,0,0,11830100,5.00E+05,211666666,4570000,2350000,28750000,1780000,3.00E+05,344843164,0,0
1,48,1,6,1,1,5,125,0,1,0,0,0,1,1,1,1,1,1,1,0,0,25950000,525000,0,2600000,1750000,43245000,8.00E+05,2.00E+05,68470000,0,0
1,48,1,4,2,1,3,60,1,1,0,0,0,1,0,1,1,1,1,1,0,0,7213000,930000,2450000,5.00E+05,1060000,20790000,6.00E+05,19650000,184745000,0,0
1,49,1,6,1,3,4,115,0,1,0,0,0,1,1,1,1,1,1,1,0,0,28165660,6.00E+05,0,2.00E+06,7.00E+05,31850000,0,22950000,226480000,0,0
1,49,1,4,1,4,4,120,1,1,0,0,0,1,0,1,1,1,1,1,0,1,6352500,1.00E+05,0,1.00E+06,7.00E+05,87850000,260000,4900000,63110000,0,0
1,49,1,4,1,3,4,102,0,1,0,0,0,1,0,1,1,1,1,1,0,0,5560000,1100000,9500000,3.00E+05,1460000,40200000,440000,720000,114490000,0,0
2,49,1,6,1,4,3,45,0,1,0,0,0,1,0,1,1,1,1,1,0,0,15665000,1.00E+06,650000,3150000,0,26740000,550000,2500000,429650000,1.40E+09,0
1,49,1,4,1,1,4,115,0,1,0,0,0,1,1,1,1,1,1,0,0,1,25650000,1800000,2800000,4670000,0,37480000,1910000,5.00E+06,0,0,0
1,49,1,2,1,3,3,73,0,0,0,0,0,1,0,1,1,1,1,0,0,0,18737000,6.00E+05,2950000,1800000,1940000,64350000,380000,7.00E+05,11370000,0,0
1,49,1,6,1,1,4,70,0,1,0,0,0,1,1,1,1,1,1,1,0,0,14370000,1300000,7.00E+05,3800000,0,62150000,4.00E+06,0,243500000,0,0
1,49,1,6,1,1,4,102,0,1,0,0,0,1,1,1,1,1,1,0,0,0,39943000,1500000,650000,2200000,2300000,87380000,830000,2400000,297650000,0,0
1,49,1,4,1,1,4,90,0,0,0,1,0,1,1,1,1,1,1,1,0,0,5162000,830000,0,6.00E+06,320000,83950000,1910000,750000,109650000,0,0
1,49,1,4,1,4,4,90,0,1,0,0,0,1,1,1,1,1,1,0,0,0,32520000,6.00E+05,0,1380000,460000,106980000,215000,5.00E+05,28240000,0,0
1,49,1,2,1,6,4,110,0,1,0,0,0,1,0,1,1,1,1,1,0,0,18250000,480000,14620000,1550000,710000,77100000,545000,350000,48775000,0,0
1,49,1,4,3,1,4,88,0,1,0,0,0,1,0,1,1,1,1,1,0,0,15760500,1.00E+06,3300000,1440000,2300000,41425000,1230000,0,392630000,0,0
1,49,1,4,2,1,4,58,0,0,1,0,0,1,0,1,1,1,1,0,0,0,6520000,1500000,14300000,10100000,6.00E+05,3.60E+07,2540000,0,418710000,0,0
1,49,1,7,1,1,4,93,0,1,0,0,0,1,1,1,1,1,1,0,0,0,26100000,2.00E+06,3100000,2500000,740000,83100000,2145000,1600000,76878776,6.00E+07,0
1,49,1,7,1,5,4,140,0,1,0,0,0,1,0,1,1,1,1,1,0,0,9140000,1150000,1600000,4.00E+05,0,72105000,980000,2.10E+07,218776100,0,0
1,49,2,0,1,4,4,100,0,1,0,0,0,1,0,1,1,1,1,0,0,0,9775000,615000,2.00E+06,1350000,1410000,55380000,590000,1950000,699316701,0,1
1,49,1,5,1,1,3,63,0,1,1,1,0,1,0,1,1,1,1,0,0,0,20099000,1600000,1.70E+07,160000,3350000,61250000,1420000,0,382952552,0,0
